Mês / Ano de Referência;Entidade;UC/CNPJ;Total Repassado
mar/20;SENAR;37.138.245/0001-90;82.721.451
mar/20;SEST;73.471.989/0001-95;43.765.180
mar/20;SENAT;73.471.963/0001-47;29.219.017
mar/20;SESCOOP;03.087.543/0001-86;30.165.843
mar/20;SDR;420013 / 00001;4.697.052
mar/20;APEX-BR;05.507.500/0001-38;40.263.118
mar/20;ABDI;07.200.966/0001-11;6.574.043
abr/20;FNDE;153173 / 15253;1.680.177.717
abr/20;INCRA;373001 / 37201;136.132.168
abr/20;SENAI;33.564.543/0001-90;109.372.848
abr/20;SESI;33.641.358/0001-52;157.892.286
abr/20;SENAC;33.469.172/0001-68;235.130.011
abr/20;SESC;33.469.164/0001-11;417.369.110
abr/20;SEBRAE;00.330.854/0001-45;220.324.924
abr/20;EMBRATUR;35.842.428/0001-66;49.549.991
abr/20;DPC;852001 / 00001;11.631.440
abr/20;ANAC;122002 / 00001;16.443.003
abr/20;SENAR;37.138.245/0001-90;121.730.266
abr/20;SEST;73.471.989/0001-95;38.650.131
abr/20;SENAT;73.471.963/0001-47;25.615.094
abr/20;SESCOOP;03.087.543/0001-86;36.275.829
abr/20;SDR;420013 / 00001;4.233.903
abr/20;APEX-BR;05.507.500/0001-38;39.337.569
abr/20;ABDI;07.200.966/0001-11;6.422.925
mai/20;FNDE;153173 / 15253;1.554.978.857
mai/20;INCRA;373001 / 37201;125.075.201
mai/20;SENAI;33.564.543/0001-90;103.027.330
mai/20;SESI;33.641.358/0001-52;148.787.940
mai/20;SENAC;33.469.172/0001-68;220.551.100
mai/20;SESC;33.469.164/0001-11;393.541.561
mai/20;SEBRAE;00.330.854/0001-45;204.245.924
mai/20;EMBRATUR;35.842.428/0001-66;45.933.122
mai/20;DPC;852001 / 00001;10.458.995
mai/20;ANAC;122002 / 00001;12.403.347
mai/20;SENAR;37.138.245/0001-90;138.083.586
mai/20;SEST;73.471.989/0001-95;31.398.276
mai/20;SENAT;73.471.963/0001-47;20.690.735
mai/20;SESCOOP;03.087.543/0001-86;36.334.600
mai/20;SDR;420013 / 00001;4.085.446
mai/20;APEX-BR;05.507.500/0001-38;36.466.148
mai/20;ABDI;07.200.966/0001-11;5.954.097
jun/20;FNDE;153173 / 15253;1.645.756.842
jun/20;INCRA;373001 / 37201;133.489.518
jun/20;SENAI;33.564.543/0001-90;60.659.537
jun/20;SESI;33.641.358/0001-52;87.753.844
jun/20;SENAC;33.469.172/0001-68;113.233.309
jun/20;SESC;33.469.164/0001-11;201.113.889
jun/20;SEBRAE;00.330.854/0001-45;216.154.310
jun/20;EMBRATUR;35.842.428/0001-66;48.627.667
jun/20;DPC;852001 / 00001;11.982.243
jun/20;ANAC;122002 / 00001;10.163.877
jun/20;SENAR;37.138.245/0001-90;85.032.061
jun/20;SEST;73.471.989/0001-95;19.816.795
jun/20;SENAT;73.471.963/0001-47;12.978.202
jun/20;SESCOOP;03.087.543/0001-86;14.060.695
jun/20;SDR;420013 / 00001;4.597.638
jun/20;APEX-BR;05.507.500/0001-38;38.764.286
jun/20;ABDI;07.200.966/0001-11;6.329.292
jul/20;FNDE;153173 / 15253;1.519.440.767
jul/20;INCRA;373001 / 37201;126.059.067
jul/20;SENAI;33.564.543/0001-90;52.013.676
jul/20;SESI;33.641.358/0001-52;75.455.895
jul/20;SENAC;33.469.172/0001-68;104.258.266
jul/20;SESC;33.469.164/0001-11;185.904.175
jul/20;SEBRAE;00.330.854/0001-45;244.243.784
jul/20;EMBRATUR;35.842.428/0001-66;0
jul/20;DPC;852001 / 00001;10.424.135
jul/20;ANAC;122002 / 00001;1.252.387
jul/20;SENAR;37.138.245/0001-90;52.255.067
jul/20;SEST;73.471.989/0001-95;19.995.060
jul/20;SENAT;73.471.963/0001-47;12.856.452
jul/20;SESCOOP;03.087.543/0001-86;16.213.676
jul/20;SDR;420013 / 00001;4.328.392
jul/20;APEX-BR;05.507.500/0001-38;35.751.408
jul/20;ABDI;07.200.966/0001-11;5.837.272
ago/20;FNDE;153173 / 15253;1.590.847.777
ago/20;INCRA;373001 / 37201;131.771.488
ago/20;SENAI;33.564.543/0001-90;55.999.387
ago/20;SESI;33.641.358/0001-52;80.825.812
ago/20;SENAC;33.469.172/0001-68;108.369.622
ago/20;SESC;33.469.164/0001-11;194.027.657
ago/20;SEBRAE;00.330.854/0001-45;252.108.674
ago/20;EMBRATUR;35.842.428/0001-66;0
ago/20;DPC;852001 / 00001;12.152.194
ago/20;ANAC;122002 / 00001;10.249.103
ago/20;SENAR;37.138.245/0001-90;60.278.875
ago/20;SEST;73.471.989/0001-95;19.679.835
ago/20;SENAT;73.471.963/0001-47;12.973.170
ago/20;SESCOOP;03.087.543/0001-86;17.974.497
ago/20;SDR;420013 / 00001;4.677.131
ago/20;APEX-BR;05.507.500/0001-38;36.910.191
ago/20;ABDI;07.200.966/0001-11;6.026.492
set/20;FNDE;153173 / 15253;1.603.805.415
set/20;INCRA;373001 / 37201;131.818.167
set/20;SENAI;33.564.543/0001-90;111.092.861
set/20;SESI;33.641.358/0001-52;159.637.304
set/20;SENAC;33.469.172/0001-68;222.295.183
set/20;SESC;33.469.164/0001-11;393.620.608
set/20;SEBRAE;00.330.854/0001-45;257.257.899
set/20;EMBRATUR;35.842.428/0001-66;0
set/20;DPC;852001 / 00001;11.903.247
set/20;ANAC;122002 / 00001;12.479.761
set/20;SENAR;37.138.245/0001-90;128.218.900
set/20;SEST;73.471.989/0001-95;39.167.217
set/20;SENAT;73.471.963/0001-47;25.811.712
set/20;SESCOOP;03.087.543/0001-86;30.560.307
set/20;SDR;420013 / 00001;4.311.631
set/20;APEX-BR;05.507.500/0001-38;37.489.985
set/20;ABDI;07.200.966/0001-11;6.121.147
out/20;FNDE;153173 / 15253;1.659.526.735
out/20;INCRA;373001 / 37201;134.496.068
out/20;SENAI;33.564.543/0001-90;115.642.117
out/20;SESI;33.641.358/0001-52;166.893.312
out/20;SENAC;33.469.172/0001-68;231.082.508
out/20;SESC;33.469.164/0001-11;403.575.599
out/20;SEBRAE;00.330.854/0001-45;265.404.268
out/20;EMBRATUR;35.842.428/0001-66;0
out/20;DPC;852001 / 00001;11.088.126
out/20;ANAC;122002 / 00001;12.988.276
out/20;SENAR;37.138.245/0001-90;124.341.475
out/20;SEST;73.471.989/0001-95;42.239.892
out/20;SENAT;73.471.963/0001-47;27.536.472
out/20;SESCOOP;03.087.543/0001-86;37.035.576
out/20;SDR;420013 / 00001;4.478.781
out/20;APEX-BR;05.507.500/0001-38;38.686.737
out/20;ABDI;07.200.966/0001-11;6.316.560
nov/20;FNDE;153173 / 15253;1.721.925.081
nov/20;INCRA;373001 / 37201;141.669.478
nov/20;SENAI;33.564.543/0001-90;123.863.055
nov/20;SESI;33.641.358/0001-52;179.241.528
nov/20;SENAC;33.469.172/0001-68;238.896.192
nov/20;SESC;33.469.164/0001-11;419.968.008
nov/20;SEBRAE;00.330.854/0001-45;278.743.269
nov/20;EMBRATUR;35.842.428/0001-66;0
nov/20;DPC;852001 / 00001;12.614.690
nov/20;ANAC;122002 / 00001;13.174.363
nov/20;SENAR;37.138.245/0001-90;139.327.093
nov/20;SEST;73.471.989/0001-95;42.765.783
nov/20;SENAT;73.471.963/0001-47;27.697.647
nov/20;SESCOOP;03.087.543/0001-86;33.597.991
nov/20;SDR;420013 / 00001;4.671.316
nov/20;APEX-BR;05.507.500/0001-38;40.628.165
nov/20;ABDI;07.200.966/0001-11;6.633.525
dez/20;FNDE;153173 / 15253;1.749.265.154
dez/20;INCRA;373001 / 37201;143.790.589
dez/20;SENAI;33.564.543/0001-90;123.317.365
dez/20;SESI;33.641.358/0001-52;178.742.123
dez/20;SENAC;33.469.172/0001-68;243.539.838
dez/20;SESC;33.469.164/0001-11;429.453.962
dez/20;SEBRAE;00.330.854/0001-45;281.095.416
dez/20;EMBRATUR;35.842.428/0001-66;0
dez/20;DPC;852001 / 00001;12.792.337
dez/20;ANAC;122002 / 00001;12.047.587
dez/20;SENAR;37.138.245/0001-90;133.365.921
dez/20;SEST;73.471.989/0001-95;42.807.560
dez/20;SENAT;73.471.963/0001-47;28.379.193
dez/20;SESCOOP;03.087.543/0001-86;35.451.306
dez/20;SDR;420013 / 00001;4.638.871
dez/20;APEX-BR;05.507.500/0001-38;40.972.291
dez/20;ABDI;07.200.966/0001-11;6.689.715
jan/21;FNDE;153173 / 15253;3.074.883.303
jan/21;INCRA;373001 / 37201;253.529.826
jan/21;SENAI;33.564.543/0001-90;207.845.421
jan/21;SESI;33.641.358/0001-52;300.380.090
jan/21;SENAC;33.469.172/0001-68;426.516.302
jan/21;SESC;33.469.164/0001-11;749.145.877
jan/21;SEBRAE;00.330.854/0001-45;493.946.068
jan/21;EMBRATUR;35.842.428/0001-66;0
jan/21;DPC;852001 / 00001;21.364.259
jan/21;ANAC;122002 / 00001;53.775.634
jan/21;SENAR;37.138.245/0001-90;118.099.698
jan/21;SEST;73.471.989/0001-95;67.603.165
jan/21;SENAT;73.471.963/0001-47;44.775.118
jan/21;SESCOOP;03.087.543/0001-86;63.910.335
jan/21;SDR;420013 / 00001;7.139.976
jan/21;APEX-BR;05.507.500/0001-38;72.005.710
jan/21;ABDI;07.200.966/0001-11;11.756.430
fev/21;FNDE;153173 / 15253;1.739.188.903
fev/21;INCRA;373001 / 37201;139.214.875
fev/21;SENAI;33.564.543/0001-90;124.464.814
fev/21;SESI;33.641.358/0001-52;179.286.777
fev/21;SENAC;33.469.172/0001-68;248.186.165
fev/21;SESC;33.469.164/0001-11;435.004.045
fev/21;SEBRAE;00.330.854/0001-45;285.970.893
fev/21;EMBRATUR;35.842.428/0001-66;0
fev/21;DPC;852001 / 00001;12.086.509
fev/21;ANAC;122002 / 00001;18.457.117
fev/21;SENAR;37.138.245/0001-90;100.627.379
fev/21;SEST;73.471.989/0001-95;41.746.790
fev/21;SENAT;73.471.963/0001-47;27.526.630
fev/21;SESCOOP;03.087.543/0001-86;34.400.068
fev/21;SDR;420013 / 00001;4.613.194
fev/21;APEX-BR;05.507.500/0001-38;41.696.014
fev/21;ABDI;07.200.966/0001-11;6.807.875
mar/21;FNDE;153173 / 15253;1.813.827.563
mar/21;INCRA;373001 / 37201;149.526.328
mar/21;SENAI;33.564.543/0001-90;126.586.983
mar/21;SESI;33.641.358/0001-52;183.412.515
mar/21;SENAC;33.469.172/0001-68;251.051.804
mar/21;SESC;33.469.164/0001-11;443.788.794
mar/21;SEBRAE;00.330.854/0001-45;293.937.886
mar/21;EMBRATUR;35.842.428/0001-66;0
mar/21;DPC;852001 / 00001;12.396.293
mar/21;ANAC;122002 / 00001;13.604.110
mar/21;SENAR;37.138.245/0001-90;109.785.297
mar/21;SEST;73.471.989/0001-95;42.832.269
mar/21;SENAT;73.471.963/0001-47;28.308.878
mar/21;SESCOOP;03.087.543/0001-86;37.336.118
mar/21;SDR;420013 / 00001;4.886.935
mar/21;APEX-BR;05.507.500/0001-38;42.846.092
mar/21;ABDI;07.200.966/0001-11;6.995.650
abr/21;FNDE;153173 / 15253;1.752.203.853
abr/21;INCRA;373001 / 37201;139.722.058
abr/21;SENAI;33.564.543/0001-90;120.571.129
abr/21;SESI;33.641.358/0001-52;175.457.645
abr/21;SENAC;33.469.172/0001-68;244.397.492
abr/21;SESC;33.469.164/0001-11;431.158.238
abr/21;SEBRAE;00.330.854/0001-45;277.571.111
abr/21;EMBRATUR;35.842.428/0001-66;0
abr/21;DPC;852001 / 00001;11.188.573
abr/21;ANAC;122002 / 00001;21.992.805
abr/21;SENAR;37.138.245/0001-90;134.642.044
abr/21;SEST;73.471.989/0001-95;41.036.738
abr/21;SENAT;73.471.963/0001-47;27.079.232
abr/21;SESCOOP;03.087.543/0001-86;34.004.095
abr/21;SDR;420013 / 00001;4.809.987
abr/21;APEX-BR;05.507.500/0001-38;40.459.955
abr/21;ABDI;07.200.966/0001-11;6.606.069
mai/21;FNDE;153173 / 15253;1.818.947.539
mai/21;INCRA;373001 / 37201;148.835.177
mai/21;SENAI;33.564.543/0001-90;126.880.219
mai/21;SESI;33.641.358/0001-52;184.168.047
mai/21;SENAC;33.469.172/0001-68;245.946.030
mai/21;SESC;33.469.164/0001-11;432.247.720
mai/21;SEBRAE;00.330.854/0001-45;296.119.970
mai/21;EMBRATUR;35.842.428/0001-66;0
mai/21;DPC;852001 / 00001;12.618.018
mai/21;ANAC;122002 / 00001;14.790.325
mai/21;SENAR;37.138.245/0001-90;222.586.366
mai/21;SEST;73.471.989/0001-95;42.506.147
mai/21;SENAT;73.471.963/0001-47;28.136.178
mai/21;SESCOOP;03.087.543/0001-86;36.801.653
mai/21;SDR;420013 / 00001;4.516.546
mai/21;APEX-BR;05.507.500/0001-38;43.163.869
mai/21;ABDI;07.200.966/0001-11;7.047.519
jun/21;FNDE;153173 / 15253;1.770.746.958
jun/21;INCRA;373001 / 37201;145.059.667
jun/21;SENAI;33.564.543/0001-90;127.848.203
jun/21;SESI;33.641.358/0001-52;185.564.204
jun/21;SENAC;33.469.172/0001-68;256.429.815
jun/21;SESC;33.469.164/0001-11;450.737.622
jun/21;SEBRAE;00.330.854/0001-45;290.260.552
jun/21;EMBRATUR;35.842.428/0001-66;0
jun/21;DPC;852001 / 00001;12.246.091
jun/21;ANAC;122002 / 00001;14.662.633
jun/21;SENAR;37.138.245/0001-90;205.329.952
jun/21;SEST;73.471.989/0001-95;43.503.799
jun/21;SENAT;73.471.963/0001-47;28.726.154
jun/21;SESCOOP;03.087.543/0001-86;36.416.737
jun/21;SDR;420013 / 00001;4.708.535
jun/21;APEX-BR;05.507.500/0001-38;42.308.091
jun/21;ABDI;07.200.966/0001-11;6.907.809
jul/21;FNDE;153173 / 15253;1.804.617.066
jul/21;INCRA;373001 / 37201;146.620.762
jul/21;SENAI;33.564.543/0001-90;129.649.737
jul/21;SESI;33.641.358/0001-52;189.063.440
jul/21;SENAC;33.469.172/0001-68;255.796.564
jul/21;SESC;33.469.164/0001-11;448.687.830
jul/21;SEBRAE;00.330.854/0001-45;297.517.229
jul/21;EMBRATUR;35.842.428/0001-66;0
jul/21;DPC;852001 / 00001;12.558.204
jul/21;ANAC;122002 / 00001;15.125.941
jul/21;SENAR;37.138.245/0001-90;190.127.689
jul/21;SEST;73.471.989/0001-95;43.403.528
jul/21;SENAT;73.471.963/0001-47;28.407.389
jul/21;SESCOOP;03.087.543/0001-86;35.229.804
jul/21;SDR;420013 / 00001;4.687.010
jul/21;APEX-BR;05.507.500/0001-38;43.368.051
jul/21;ABDI;07.200.966/0001-11;7.080.872
ago/21;FNDE;153173 / 15253;1.826.968.713
ago/21;INCRA;373001 / 37201;148.385.956
ago/21;SENAI;33.564.543/0001-90;131.867.620
ago/21;SESI;33.641.358/0001-52;191.660.560
ago/21;SENAC;33.469.172/0001-68;257.398.563
ago/21;SESC;33.469.164/0001-11;451.890.748
ago/21;SEBRAE;00.330.854/0001-45;296.481.905
ago/21;EMBRATUR;35.842.428/0001-66;0
ago/21;DPC;852001 / 00001;12.619.870
ago/21;ANAC;122002 / 00001;17.118.531
ago/21;SENAR;37.138.245/0001-90;169.716.870
ago/21;SEST;73.471.989/0001-95;46.180.636
ago/21;SENAT;73.471.963/0001-47;30.436.853
ago/21;SESCOOP;03.087.543/0001-86;39.382.932
ago/21;SDR;420013 / 00001;4.665.531
ago/21;APEX-BR;05.507.500/0001-38;43.214.850
ago/21;ABDI;07.200.966/0001-11;7.055.875
set/21;FNDE;153173 / 15253;1.873.467.387
set/21;INCRA;373001 / 37201;155.209.043
set/21;SENAI;33.564.543/0001-90;140.863.746
set/21;SESI;33.641.358/0001-52;204.635.887
set/21;SENAC;33.469.172/0001-68;261.713.664
set/21;SESC;33.469.164/0001-11;461.180.642
set/21;SEBRAE;00.330.854/0001-45;302.493.013
set/21;EMBRATUR;35.842.428/0001-66;0
set/21;DPC;852001 / 00001;13.215.721
set/21;ANAC;122002 / 00001;16.880.091
set/21;SENAR;37.138.245/0001-90;178.101.705
set/21;SEST;73.471.989/0001-95;46.941.369
set/21;SENAT;73.471.963/0001-47;31.032.947
set/21;SESCOOP;03.087.543/0001-86;40.570.025
set/21;SDR;420013 / 00001;4.898.809
set/21;APEX-BR;05.507.500/0001-38;44.093.005
set/21;ABDI;07.200.966/0001-11;7.199.264
out/21;FNDE;153173 / 15253;1.885.563.831
out/21;INCRA;373001 / 37201;152.458.346
out/21;SENAI;33.564.543/0001-90;139.807.233
out/21;SESI;33.641.358/0001-52;202.922.758
out/21;SENAC;33.469.172/0001-68;262.119.540
out/21;SESC;33.469.164/0001-11;459.682.607
out/21;SEBRAE;00.330.854/0001-45;306.050.855
out/21;EMBRATUR;35.842.428/0001-66;0
out/21;DPC;852001 / 00001;11.598.443
out/21;ANAC;122002 / 00001;16.733.677
out/21;SENAR;37.138.245/0001-90;178.689.435
out/21;SEST;73.471.989/0001-95;46.732.334
out/21;SENAT;73.471.963/0001-47;30.806.362
out/21;SESCOOP;03.087.543/0001-86;40.941.353
out/21;SDR;420013 / 00001;4.898.403
out/21;APEX-BR;05.507.500/0001-38;44.611.766
out/21;ABDI;07.200.966/0001-11;7.283.951
nov/21;FNDE;153173 / 15253;1.897.700.204
nov/21;INCRA;373001 / 37201;157.983.814
nov/21;SENAI;33.564.543/0001-90;145.215.469
nov/21;SESI;33.641.358/0001-52;211.556.213
nov/21;SENAC;33.469.172/0001-68;262.042.542
nov/21;SESC;33.469.164/0001-11;463.043.022
nov/21;SEBRAE;00.330.854/0001-45;306.771.402
nov/21;EMBRATUR;35.842.428/0001-66;0
nov/21;DPC;852001 / 00001;13.314.952
nov/21;ANAC;122002 / 00001;17.937.400
nov/21;SENAR;37.138.245/0001-90;158.860.088
nov/21;SEST;73.471.989/0001-95;47.608.852
nov/21;SENAT;73.471.963/0001-47;31.276.447
nov/21;SESCOOP;03.087.543/0001-86;39.222.559
nov/21;SDR;420013 / 00001;4.926.223
nov/21;APEX-BR;05.507.500/0001-38;44.712.096
nov/21;ABDI;07.200.966/0001-11;7.300.336
dez/21;FNDE;153173 / 15253;1.932.404.402
dez/21;INCRA;373001 / 37201;159.632.218
dez/21;SENAI;33.564.543/0001-90;141.788.958
dez/21;SESI;33.641.358/0001-52;204.285.769
dez/21;SENAC;33.469.172/0001-68;272.742.327
dez/21;SESC;33.469.164/0001-11;478.486.566
dez/21;SEBRAE;00.330.854/0001-45;313.143.993
dez/21;EMBRATUR;35.842.428/0001-66;0
dez/21;DPC;852001 / 00001;14.261.220
dez/21;ANAC;122002 / 00001;25.560.455
dez/21;SENAR;37.138.245/0001-90;153.286.028
dez/21;SEST;73.471.989/0001-95;48.064.767
dez/21;SENAT;73.471.963/0001-47;31.928.275
dez/21;SESCOOP;03.087.543/0001-86;36.834.615
dez/21;SDR;420013 / 00001;1.158.714
dez/21;APEX-BR;05.507.500/0001-38;45.643.573
dez/21;ABDI;07.200.966/0001-11;7.452.480
jan/22;FNDE;153173 / 15253;3.390.322.169
jan/22;INCRA;373001 / 37201;283.713.682
jan/22;SENAI;33.564.543/0001-90;236.503.577
jan/22;SESI;33.641.358/0001-52;342.623.795
jan/22;SENAC;33.469.172/0001-68;481.459.089
jan/22;SESC;33.469.164/0001-11;848.518.670
jan/22;SEBRAE;00.330.854/0001-45;548.388.266
jan/22;EMBRATUR;35.842.428/0001-66;0
jan/22;DPC;852001 / 00001;22.548.501
jan/22;ANAC;122002 / 00001;28.035.615
jan/22;SENAR;37.138.245/0001-90;169.643.845
jan/22;SEST;73.471.989/0001-95;77.161.541
jan/22;SENAT;73.471.963/0001-47;51.363.523
jan/22;SESCOOP;03.087.543/0001-86;73.861.318
jan/22;SDR;420013 / 00001;1.167.320
jan/22;APEX-BR;05.507.500/0001-38;79.945.677
jan/22;ABDI;07.200.966/0001-11;13.052.897
fev/22;FNDE;153173 / 15253;2.096.308.062
fev/22;INCRA;373001 / 37201;177.286.278
fev/22;SENAI;33.564.543/0001-90;152.718.864
fev/22;SESI;33.641.358/0001-52;222.158.874
fev/22;SENAC;33.469.172/0001-68;293.756.880
fev/22;SESC;33.469.164/0001-11;514.732.927
fev/22;SEBRAE;00.330.854/0001-45;344.151.572
fev/22;EMBRATUR;35.842.428/0001-66;0
fev/22;DPC;852001 / 00001;13.671.543
fev/22;ANAC;122002 / 00001;24.009.472
fev/22;SENAR;37.138.245/0001-90;147.918.370
fev/22;SEST;73.471.989/0001-95;51.423.632
fev/22;SENAT;73.471.963/0001-47;33.880.844
fev/22;SESCOOP;03.087.543/0001-86;44.392.378
fev/22;SDR;420013 / 00001;575.733
fev/22;APEX-BR;05.507.500/0001-38;50.165.429
fev/22;ABDI;07.200.966/0001-11;8.190.820
mar/22;FNDE;153173 / 15253;2.048.648.304
mar/22;INCRA;373001 / 37201;172.102.220
mar/22;SENAI;33.564.543/0001-90;144.696.477
mar/22;SESI;33.641.358/0001-52;210.695.304
mar/22;SENAC;33.469.172/0001-68;294.095.614
mar/22;SESC;33.469.164/0001-11;514.778.230
mar/22;SEBRAE;00.330.854/0001-45;332.215.904
mar/22;EMBRATUR;35.842.428/0001-66;0
mar/22;DPC;852001 / 00001;13.885.578
mar/22;ANAC;122002 / 00001;19.974.688
mar/22;SENAR;37.138.245/0001-90;154.872.289
mar/22;SEST;73.471.989/0001-95;47.433.924
mar/22;SENAT;73.471.963/0001-47;31.833.459
mar/22;SESCOOP;03.087.543/0001-86;43.639.463
mar/22;SDR;420013 / 00001;532.114
mar/22;APEX-BR;05.507.500/0001-38;48.423.140
mar/22;ABDI;07.200.966/0001-11;7.906.352
abr/22;FNDE;153173 / 15253;2.062.770.813
abr/22;INCRA;373001 / 37201;175.031.587
abr/22;SENAI;33.564.543/0001-90;147.453.762
abr/22;SESI;33.641.358/0001-52;215.730.797
abr/22;SENAC;33.469.172/0001-68;294.130.282
abr/22;SESC;33.469.164/0001-11;512.451.223
abr/22;SEBRAE;00.330.854/0001-45;330.599.147
abr/22;EMBRATUR;35.842.428/0001-66;0
abr/22;DPC;852001 / 00001;13.724.021
abr/22;ANAC;122002 / 00001;19.695.375
abr/22;SENAR;37.138.245/0001-90;231.268.828
abr/22;SEST;73.471.989/0001-95;48.313.831
abr/22;SENAT;73.471.963/0001-47;32.279.342
abr/22;SESCOOP;03.087.543/0001-86;43.536.734
abr/22;SDR;420013 / 00001;647.437
abr/22;APEX-BR;05.507.500/0001-38;48.192.945
abr/22;ABDI;07.200.966/0001-11;7.868.792
mai/22;FNDE;153173 / 15253;2.060.657.136
mai/22;INCRA;373001 / 37201;171.033.897
mai/22;SENAI;33.564.543/0001-90;151.413.146
mai/22;SESI;33.641.358/0001-52;220.597.558
mai/22;SENAC;33.469.172/0001-68;294.405.960
mai/22;SESC;33.469.164/0001-11;512.120.653
mai/22;SEBRAE;00.330.854/0001-45;334.878.412
mai/22;EMBRATUR;35.842.428/0001-66;0
mai/22;DPC;852001 / 00001;14.336.221
mai/22;ANAC;122002 / 00001;22.636.551
mai/22;SENAR;37.138.245/0001-90;272.815.189
mai/22;SEST;73.471.989/0001-95;50.439.413
mai/22;SENAT;73.471.963/0001-47;33.844.544
mai/22;SESCOOP;03.087.543/0001-86;43.839.174
mai/22;SDR;420013 / 00001;550.781
mai/22;APEX-BR;05.507.500/0001-38;48.815.747
mai/22;ABDI;07.200.966/0001-11;7.970.440
jun/22;FNDE;153173 / 15253;2.100.262.846
jun/22;INCRA;373001 / 37201;173.473.299
jun/22;SENAI;33.564.543/0001-90;152.877.257
jun/22;SESI;33.641.358/0001-52;223.025.271
jun/22;SENAC;33.469.172/0001-68;304.443.963
jun/22;SESC;33.469.164/0001-11;529.827.582
jun/22;SEBRAE;00.330.854/0001-45;342.608.153
jun/22;EMBRATUR;35.842.428/0001-66;0
jun/22;DPC;852001 / 00001;13.758.334
jun/22;ANAC;122002 / 00001;24.137.527
jun/22;SENAR;37.138.245/0001-90;218.943.574
jun/22;SEST;73.471.989/0001-95;51.214.656
jun/22;SENAT;73.471.963/0001-47;34.381.451
jun/22;SESCOOP;03.087.543/0001-86;45.632.638
jun/22;SDR;420013 / 00001;592.246
jun/22;APEX-BR;05.507.500/0001-38;49.939.780
jun/22;ABDI;07.200.966/0001-11;8.153.984
jul/22;FNDE;153173 / 15253;2.148.063.754
jul/22;INCRA;373001 / 37201;179.179.299
jul/22;SENAI;33.564.543/0001-90;154.902.461
jul/22;SESI;33.641.358/0001-52;225.490.642
jul/22;SENAC;33.469.172/0001-68;297.453.879
jul/22;SESC;33.469.164/0001-11;521.878.505
jul/22;SEBRAE;00.330.854/0001-45;341.170.946
jul/22;EMBRATUR;35.842.428/0001-66;0
jul/22;DPC;852001 / 00001;14.120.973
jul/22;ANAC;122002 / 00001;22.080.515
jul/22;SENAR;37.138.245/0001-90;225.373.045
jul/22;SEST;73.471.989/0001-95;52.896.067
jul/22;SENAT;73.471.963/0001-47;35.680.304
jul/22;SESCOOP;03.087.543/0001-86;44.720.581
jul/22;SDR;420013 / 00001;582.545
jul/22;APEX-BR;05.507.500/0001-38;49.730.389
jul/22;ABDI;07.200.966/0001-11;8.119.796
ago/22;FNDE;153173 / 15253;2.129.257.858
ago/22;INCRA;373001 / 37201;178.966.631
ago/22;SENAI;33.564.543/0001-90;157.356.040
ago/22;SESI;33.641.358/0001-52;229.029.680
ago/22;SENAC;33.469.172/0001-68;302.238.161
ago/22;SESC;33.469.164/0001-11;527.693.468
ago/22;SEBRAE;00.330.854/0001-45;345.837.443
ago/22;EMBRATUR;35.842.428/0001-66;0
ago/22;DPC;852001 / 00001;13.767.019
ago/22;ANAC;122002 / 00001;23.180.745
ago/22;SENAR;37.138.245/0001-90;210.017.118
ago/22;SEST;73.471.989/0001-95;55.112.255
ago/22;SENAT;73.471.963/0001-47;36.708.141
ago/22;SESCOOP;03.087.543/0001-86;46.996.953
ago/22;SDR;420013 / 00001;583.604
ago/22;APEX-BR;05.507.500/0001-38;50.408.577
ago/22;ABDI;07.200.966/0001-11;8.230.516
set/22;FNDE;153173 / 15253;2.189.953.241
set/22;INCRA;373001 / 37201;182.845.938
set/22;SENAI;33.564.543/0001-90;159.405.232
set/22;SESI;33.641.358/0001-52;234.515.317
set/22;SENAC;33.469.172/0001-68;315.493.973
set/22;SESC;33.469.164/0001-11;552.213.261
set/22;SEBRAE;00.330.854/0001-45;356.648.422
set/22;EMBRATUR;35.842.428/0001-66;0
set/22;DPC;852001 / 00001;19.942.931
set/22;ANAC;122002 / 00001;24.683.722
set/22;SENAR;37.138.245/0001-90;202.887.843
set/22;SEST;73.471.989/0001-95;57.295.185
set/22;SENAT;73.471.963/0001-47;38.241.837
set/22;SESCOOP;03.087.543/0001-86;48.708.296
set/22;SDR;420013 / 00001;590.518
set/22;APEX-BR;05.507.500/0001-38;51.985.659
set/22;ABDI;07.200.966/0001-11;8.488.023
out/22;FNDE;153173 / 15253;2.175.834.913
out/22;INCRA;373001 / 37201;184.130.442
out/22;SENAI;33.564.543/0001-90;159.373.326
out/22;SESI;33.641.358/0001-52;234.093.696
out/22;SENAC;33.469.172/0001-68;312.224.219
out/22;SESC;33.469.164/0001-11;543.634.536
out/22;SEBRAE;00.330.854/0001-45;353.085.316
out/22;EMBRATUR;35.842.428/0001-66;0
out/22;DPC;852001 / 00001;14.903.806
out/22;ANAC;122002 / 00001;23.161.720
out/22;SENAR;37.138.245/0001-90;208.526.288
out/22;SEST;73.471.989/0001-95;58.365.520
out/22;SENAT;73.471.963/0001-47;38.987.286
out/22;SESCOOP;03.087.543/0001-86;48.017.930
out/22;SDR;420013 / 00001;565.164
out/22;APEX-BR;05.507.500/0001-38;51.466.400
out/22;ABDI;07.200.966/0001-11;8.403.219
nov/22;FNDE;153173 / 15253;2.342.144.910
nov/22;INCRA;373001 / 37201;195.384.668
